id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
5177,_, , ,非常喜欢,6,10,整体,正面
5178,_, , ,这是很好的。,16,22,整体,正面
5179,_, , ,非常好。非常好。,0,8,整体,正面
5180,尝尝,14,16,好,17,18,气味,正面
5180,_, , ,彩色编码的,8,13,功效,正面
5181,_, , ,我更满意,7,11,整体,正面
5182,_, , ,完美无缺,8,12,整体,正面
5183,_, , ,还可以,0,3,整体,正面
5183,后勤后勤后勤,39,45,快点,46,48,物流,正面
5184,_, , ,还行,16,18,整体,正面
5184,湿了,25,27,有点短,29,32,功效,负面
5184,保湿,25,27,有点干燥,33,37,功效,负面
5184,吸收吸收,47,51,是啊。不错。,51,57,使用体验,正面
5185,货币价值价值,4,10,高很多,10,13,价格,正面
5185,后勤后勤后勤,14,20,很快,20,22,物流,正面
5185,_, , ,-太赞了,23,27,整体,正面
5186,_, , ,有很多钱,2,6,整体,正面
5187,_, , ,没关系。,0,4,整体,正面
5187,尝尝,7,9,不太喜欢,11,15,气味,负面
5188,_, , ,一如既往永远如此,0,8,整体,正面
5189,_, , ,是啊。说吧。,18,24,整体,正面
5190,尝尝,6,8,不一样,8,11,气味,负面
5190,_, , ,这是伪造的。,15,21,真伪,负面
5191,精华液,2,5,很多,0,2,成分,正面
5191,后勤速度,19,23,很快,23,25,物流,正面
5191,面膜纸,6,9,薄透,10,12,使用体验,正面
5192,包装包装,0,4,高档班,4,7,包装,正面
5192,_, , ,它的工作原理。,8,15,整体,正面
5192,_, , ,-我得不到任何粉末。,15,25,使用体验,正面
5192,隐藏效果,26,30,很好。不错。,30,36,功效,正面
5193,_, , ,很好。不错。,20,26,整体,正面
5194,价位,14,16,非常接近离这里很近,16,25,价格,正面
5194,_, , ,还可以,9,12,整体,正面
5195,后勤后勤后勤,0,6,超快,6,8,物流,正面
5195,_, , ,有点臭,27,30,气味,负面
5195,_, , ,我希望这是真的,32,39,真伪,中性
5196,交付交付交付交付,20,28,来吧。,28,31,物流,正面
5197,_, , ,水很湿,9,12,使用体验,正面
5197,_, , ,很好。不错。,0,6,整体,正面
5197,价格价格价格,13,19,昂贵的。,20,24,价格,正面
5198,_, , ,有点胶水,4,8,气味,负面
5198,_, , ,没用的,0,3,整体,负面
5199,_, , ,这是微妙的。,2,8,使用体验,正面
5199,_, , ,当然,8,10,功效,正面
5199,_, , ,确实很好,11,15,整体,正面
5199,_, , ,满意,16,18,整体,正面
5200,_, , ,很好用,11,14,整体,正面
5200,覆盖电源。,33,38,这是正常的。,38,44,功效,中性
5200,照明灯,47,50,很好不错,57,61,功效,正面
5201,包装容器,26,30,完好无损,32,36,包装,正面
5202,活动,0,2,_, , ,价格,正面
5202,_, , ,便宜点,5,8,价格,正面
5203,_, , ,很好,2,4,整体,正面
5204,后勤后勤后勤,5,11,超高速,11,14,物流,正面
5205,_, , ,这是很好的。,21,27,整体,正面
5205,_, , ,有点暖和,34,38,使用体验,正面
5205,湿的,31,33,_, , ,功效,中性
5206,礼品礼品,0,4,很好,4,6,价格,正面
5207,_, , ,这是很好的。,6,12,整体,正面
5207,_, , ,不错,13,15,整体,正面
5208,_, , ,这是很好的。,0,6,整体,正面
5208,_, , ,"是的,我问过",7,13,整体,正面
5208,速度速度,16,20,很快,20,22,物流,正面
5209,闻起来很臭,8,13,"太重了,有点重",14,21,气味,负面
5209,_, , ,一般般,0,3,整体,中性
5210,物流代理服务,0,6,很不错,6,9,物流,正面
5210,商家,10,12,不错,13,15,服务,正面
5210,_, , ,"五星,这是一个很好的一个。",17,30,整体,正面
5211,_, , ,不错,5,7,整体,正面
5212,_, , ,它很温柔,3,7,整体,正面
5212,_, , ,不油腻。,26,30,使用体验,正面
5212,_, , ,这是很好的。,33,39,整体,正面
5212,湿保持效果,40,45,很好,45,47,功效,正面
5212,_, , ,很好。不错。,48,54,整体,正面
5213,后勤后勤后勤,0,6,很快,6,8,物流,正面
5214,_, , ,很好。不错。,0,6,整体,正面
5214,_, , ,我有很多水要补满,15,23,功效,正面
5215,_, , ,不错,0,2,整体,正面
5216,_, , ,不错,15,17,整体,正面
5217,_, , ,便宜点,9,12,价格,正面
5217,活动活动活动活动,16,24,这是一个好交易。,25,33,价格,正面
5218,尝尝,0,2,我喜欢它。,2,7,气味,正面
5218,_, , ,很舒服,12,15,使用体验,正面
5218,_, , ,"不干,没有干",16,22,使用体验,正面
5218,_, , ,没有皮肤。,23,28,使用体验,正面
5218,_, , ,我很高兴,31,35,整体,正面
5219,交付。,13,16,非常强壮。,16,21,物流,正面
5219,_, , ,非常好不错,4,9,整体,正面
5219,交付。,26,29,_, , ,物流,正面
5220,颜色颜色,0,4,暗暗,4,6,功效,负面
5220,持久性,7,10,是啊。不错。,10,16,功效,正面
5221,_, , ,非常好,0,3,整体,正面
5221,_, , ,不油腻。,14,18,使用体验,正面
5221,_, , ,干净的,18,21,使用体验,正面
5222,尝尝。,0,3,闻起来好香,3,8,气味,正面
5222,_, , ,好少,12,14,其他,负面
5223,速度速度,0,4,来吧。,4,7,物流,正面
5223,_, , ,这是很好的。,20,26,整体,正面
5223,交付交付交付交付,10,18,来吧。,6,9,物流,正面
5223,_, , ,便宜点,32,35,价格,正面
5224,速度速度,32,36,太快了,36,39,物流,正面
5224,向客户提供的服务,40,48,很好,49,51,服务,正面
5224,_, , ,不错,12,14,整体,正面
5225,_, , ,它的工作原理。,14,21,整体,中性
5226,清洁皮肤效应,9,15,很好,15,17,功效,正面
5226,_, , ,这是非常慷慨的。,0,8,价格,正面
5227,_, , ,很滑,0,2,使用体验,正面
5227,_, , ,这是很好的。,3,9,整体,正面
5228,_, , ,白色的很厉害,0,6,使用体验,正面
5228,_, , ,很好。不错。,9,15,整体,正面
5228,_, , ,我很高兴。,16,21,整体,正面
5228,后勤后勤后勤,22,28,这是非常好的。,29,36,物流,正面
5229,_, , ,没关系。,0,4,整体,正面
5230,_, , ,不错,2,4,整体,正面
5230,_, , ,这是相当慷慨的。,5,13,价格,正面
5231,颜色颜色,0,4,好,4,5,其他,正面
5231,_, , ,不错嘛,18,21,整体,正面
5232,_, , ,这是非常好的。,4,11,整体,正面
5233,解除启动效果,0,6,这是正常的。,6,12,功效,正面
5233,包装容器,16,20,很简单,21,24,包装,正面
5234,_, , ,这是很好的。,0,6,整体,正面
5235,_, , ,不错嘛,0,3,整体,正面
5236,_, , ,我太失望了。。。,0,8,整体,负面
5236,_, , ,坏透了,13,16,包装,负面
5237,_, , ,还好,0,2,整体,正面
5237,卖完之后,16,20,不错,20,22,服务,正面
5237,_, , ,过敏过敏,9,13,使用体验,负面
5238,_, , ,它非常温柔。,0,6,使用体验,正面
5238,_, , ,这是很好的。,7,13,整体,正面
5239,_, , ,还可以,5,8,整体,正面
5239,_, , ,干净的,9,12,功效,正面
5239,_, , ,有点疼,21,24,使用体验,负面
5240,_, , ,挺好,0,2,整体,正面
5240,_, , ,成本效益,3,7,价格,正面
5241,_, , ,这是非常好的。,8,15,整体,正面
5242,_, , ,我很高兴。,0,5,整体,正面
5242,_, , ,很好,10,12,整体,正面
5243,包装包装,4,8,_, , ,包装,正面
5244,_, , ,有点贵,2,5,价格,负面
5245,_, , ,阳,22,23,真伪,正面
5245,包装包装,24,28,很好。说得好。,29,36,包装,正面
5245,_, , ,很好用,42,45,整体,正面
5246,_, , ,不错,3,5,整体,正面
5247,效果效果效果效果,11,19,这是很好的。,21,27,功效,正面
5248,闻起来很臭,7,12,光线很亮,3,7,气味,正面
5248,_, , ,没问题,26,29,使用体验,正面
5248,_, , ,让人耳目一新,13,19,使用体验,正面
5248,_, , ,湿的,19,21,功效,正面
5248,_, , ,非常满意。,30,35,整体,正面
5249,速度速度,0,4,动作真快,4,8,物流,正面
5249,_, , ,不错。,18,21,整体,正面
5250,_, , ,这是正常的。,5,11,整体,中性
5251,交付。,12,15,_, , ,物流,正面
5252,交付速度,0,4,来吧。,4,7,物流,正面
5253,_, , ,不错,8,10,整体,正面
5253,_, , ,比较干,11,14,使用体验,中性
5253,化妆效果,26,30,不错,30,32,功效,正面
5254,_, , ,很不错的,16,20,整体,正面
5255,_, , ,这是非常好的。,0,7,整体,正面
5255,_, , ,很水润,15,18,使用体验,正面
5255,_, , ,一点都不令人兴奋,19,27,使用体验,正面
5255,_, , ,很舒服,28,31,使用体验,正面
5255,_, , ,"是的,我说对了",32,39,整体,正面
5256,尝尝,14,16,有点小刺,16,20,气味,负面
5257,_, , ,很好。不错。,0,6,整体,正面
5257,_, , ,很舒服,7,10,使用体验,正面
5258,_, , ,很好用,0,3,整体,正面
5258,体液补充,7,11,好,16,17,功效,正面
5258,湿保持效果,11,16,好,16,17,功效,正面
5258,精华,18,20,更多,20,22,成分,正面
5258,_, , ,胜过一切,23,27,使用体验,正面
5258,_, , ,薄薄的,28,31,使用体验,正面
5258,_, , ,舒服吗?,32,36,使用体验,正面
5259,_, , ,这是自然的。,2,8,功效,正面
5259,_, , ,很均匀,8,11,功效,正面
5259,_, , ,不是干燥的。,12,18,使用体验,正面
5259,_, , ,好卸妆,19,22,功效,正面
5260,容器包装,0,4,挺不错,8,11,包装,正面
5260,尝尝,30,32,"好吃极了,你觉得呢?",20,30,气味,正面
5260,_, , ,还可以,16,19,整体,正面
5261,_, , ,这是很好的。,16,22,整体,正面
5261,_, , ,-令人耳目一新,24,31,使用体验,正面
5261,_, , ,这是一个不错的推力。,31,41,使用体验,正面
5262,_, , ,这非常慷慨,0,5,价格,正面
5262,_, , ,还不错。,19,23,整体,正面
5263,_, , ,它的工作原理。,0,7,整体,正面
5263,_, , ,这是自然的。,17,23,功效,正面
5264,尝尝,14,16,非常喜欢,8,12,气味,正面
5264,湿保存功用,17,22,很好,22,24,功效,正面
5264,_, , ,我喜欢它。,26,31,整体,正面
5265,活动活动活动活动,8,16,_, , ,价格,正面
5266,_, , ,不错,31,33,整体,正面
5266,_, , ,有点贵,36,39,价格,负面
5267,交付交付交付交付,9,17,很快,17,19,物流,正面
5268,_, , ,超级棒。,11,15,整体,正面
5268,_, , ,完美无缺,16,20,整体,正面
5268,_, , ,赞赞,25,27,整体,中性
5269,_, , ,还行,2,4,整体,正面
5269,_, , ,湿透了,4,7,功效,正面
5270,_, , ,这是真实的。,2,8,真伪,正面
5270,_, , ,蛮多的,19,22,其他,正面
5270,交付。,29,32,-来吧。,33,37,物流,正面
5270,_, , ,说得好,38,41,整体,正面
5271,后勤后勤后勤,18,24,这么快?,25,29,物流,正面
5271,_, , ,非常喜欢。,0,5,整体,正面
5271,_, , ,"好吧,就是这样。",32,40,整体,正面
5271,_, , ,凉爽。,42,45,整体,正面
5272,_, , ,我觉得没关系,17,23,整体,正面
5272,后勤速度,34,38,挺快的,40,43,物流,正面
5273,价格价格价格,10,16,并不贵,17,20,价格,正面
5273,_, , ,这是很好的。,2,8,整体,正面
5274,包装包装,17,21,新建新新,13,17,包装,正面
5274,_, , ,这是很好的。,22,28,整体,正面
5275,包装包装,11,15,不错,15,17,包装,正面
5275,速度速度,19,23,来吧,24,26,物流,正面
5276,_, , ,可以,8,10,整体,正面
5277,_, , ,非常好,0,3,整体,正面
5277,_, , ,这是美妙的。,15,21,整体,正面
5278,活动活动活动活动,3,11,低廉的。,11,15,价格,正面
5278,补液,25,27,很好,32,34,功效,正面
5278,湿防湿功能,27,32,很好,32,34,功效,正面
5278,_, , ,我很满意,35,39,整体,正面
5278,_, , ,这是很好的。,19,25,整体,正面
5279,_, , ,我喜欢它。,0,5,整体,正面
5279,_, , ,很清爽,12,15,使用体验,正面
5279,_, , ,这是值得的。,16,22,整体,正面
5280,_, , ,听水声,6,9,使用体验,正面
5280,_, , ,不错,12,14,整体,正面
5280,颜色颜色,15,19,当然,20,22,功效,正面
5281,_, , ,这是很好的。,0,6,整体,正面
5281,活动活动活动活动,32,40,最有利可图的,45,51,价格,正面
5282,交付。,13,16,点赞,16,18,物流,正面
5283,_, , ,一如既往地,0,5,整体,正面
5284,_, , ,我不会感到任何紧张。,3,13,使用体验,正面
5284,_, , ,非常温柔,13,17,使用体验,正面
5284,_, , ,便宜又实惠,26,31,价格,正面
5285,_, , ,水很湿的,2,6,使用体验,正面
5286,_, , ,这是特别的。,0,6,整体,正面
5287,_, , ,不错,9,11,整体,正面
5288,_, , ,很好。不错。,2,8,整体,正面
5288,价格价格价格,9,15,适合,15,17,价格,正面
5288,后勤后勤后勤,18,24,来吧。,24,27,物流,正面
5289,湿的,20,22,很好,25,27,功效,正面
5289,白效果,22,25,很好,25,27,功效,正面
5289,_, , ,不过敏,31,34,使用体验,正面
5289,_, , ,"五星,这是一个很好的一个。",42,55,整体,正面
5290,_, , ,不错,6,8,整体,正面
5290,_, , ,没事的。,17,21,整体,正面
5291,后勤后勤后勤,11,17,很快,17,19,物流,正面
5291,_, , ,是啊。不错。,4,10,整体,正面
5292,_, , ,不错,2,4,整体,正面
5293,后勤后勤后勤,8,14,-动作真快,14,19,物流,正面
5293,_, , ,很好,22,24,整体,正面
5294,_, , ,修改颜色,0,4,功效,正面
5294,_, , ,-为了最好的,18,24,价格,正面
5294,_, , ,"非常好,我们去",5,12,整体,正面
5295,_, , ,不错,0,2,整体,正面
5295,_, , ,很舒服,5,8,使用体验,正面
5295,_, , ,它不紧。,9,13,使用体验,正面
5295,_, , ,滑头,14,16,使用体验,正面
5296,_, , ,一如既往地,0,5,整体,正面
5297,_, , ,这是很好的。,14,20,整体,正面
5297,_, , ,我喜欢它。,28,33,整体,正面
5298,_, , ,滑动。,5,8,使用体验,正面
5299,湿的,8,10,情况不妙。,10,15,功效,负面
5299,包装包装,19,23,情况不太好,13,18,包装,负面
5299,_, , ,误认错,27,30,整体,负面
5299,_, , ,没用的,4,7,整体,负面
5300,_, , ,这是一个好交易。,0,8,价格,正面
5301,_, , ,有点粘,12,15,使用体验,负面
5301,_, , ,没关系。,27,31,整体,正面
5302,_, , ,有点麻烦,6,10,服务,负面
5303,_, , ,没事的,3,6,整体,正面
5303,交付。,8,11,超级快。,11,15,物流,正面
5304,_, , ,很好用,13,16,整体,正面
5305,_, , ,很好,17,19,整体,正面
5306,体液补充效应,38,44,_, , ,整体,中性
5306,_, , ,便宜一点,30,34,价格,正面
5307,保险费。,23,27,很好。不错。,27,33,成分,正面
5307,_, , ,一般,36,38,整体,中性
5308,体液补充效应,18,24,很好不错,24,28,功效,正面
5309,_, , ,这是真实的。,14,20,真伪,正面
5309,尝尝,23,25,是啊。不错。,26,32,气味,正面
5309,_, , ,这是便宜的。,36,42,价格,正面
5310,交付交付交付交付,0,8,很快,8,10,物流,正面
5311,_, , ,不错,21,23,整体,正面
5312,_, , ,很好。不错。,11,17,整体,正面
5313,_, , ,非常好不错,0,5,整体,正面
5314,价格价格价格,2,8,合适,8,10,价格,正面
5314,_, , ,不错,13,15,整体,正面
5314,_, , ,好用,15,17,整体,正面
5315,_, , ,很好。不错。,0,6,整体,正面
5315,_, , ,这是很好的。,7,13,整体,正面
5315,客服服务,14,18,小心点,19,22,服务,正面
5315,姿态度,23,26,非常好不错,27,32,服务,正面
5316,_, , ,很好。不错。,9,15,整体,正面
5317,交付交付交付交付,10,18,快点!,18,21,物流,正面
5317,_, , ,搜索文件夹,24,29,整体,正面
5318,_, , ,太快了,0,3,物流,正面
5319,防晒霜,26,29,还算可以,34,38,功效,正面
5319,尝尝,18,20,情况不妙,21,25,气味,负面
5320,_, , ,一如既往地,0,5,整体,正面
5321,礼品礼品,19,23,好多,17,19,价格,正面
5321,_, , ,真不错。,10,14,整体,正面
5321,_, , ,好极了。不错。,24,31,整体,正面
5322,礼品礼品,20,24,_, , ,价格,负面
5323,速度速度,0,4,有点夸奖,4,8,物流,正面
5323,_, , ,五颗星星是好的。,13,21,整体,正面
5324,_, , ,非常好。不错。,0,7,整体,正面
5324,_, , ,这是真实的。,8,14,真伪,正面
5324,_, , ,这是自然的。,25,31,功效,正面
5324,_, , ,颜色颜色,31,35,功效,正面
5325,_, , ,它的工作原理。,3,10,整体,正面
5325,_, , ,更丰富多彩,14,19,使用体验,正面
5326,泡沫,22,24,富人富人富人,24,30,使用体验,正面
5326,_, , ,这是很好的。,15,21,整体,正面
5326,泡沫,22,24,细小的。,31,35,使用体验,正面
5327,_, , ,一如既往的好,0,6,整体,正面
5328,_, , ,我很高兴,0,4,整体,正面
5328,礼品礼品,5,9,很多。,9,12,价格,正面
5329,_, , ,挺好的,0,3,整体,正面
5329,_, , ,便宜点,4,7,价格,正面
5329,_, , ,实际,7,9,价格,正面
5329,_, , ,很好。。不错。,33,40,整体,正面
5329,活动活动活动活动,15,23,_, , ,价格,正面
5330,_, , ,还不错,14,17,整体,正面
5330,_, , ,不错嘛,4,7,整体,正面
5331,_, , ,不错,2,4,整体,正面
5331,包装包装,7,11,很简单,11,14,包装,负面
5332,_, , ,这是真实的。,15,21,真伪,正面
5333,_, , ,这是很好的。,0,6,整体,正面
5334,白色的,19,22,_, , ,功效,正面
5334,_, , ,优津!优津!,12,18,使用体验,正面
5335,孤立效应,0,4,很好,4,6,功效,正面
5336,交付。,13,16,谢谢你的辛苦工作,16,24,物流,正面
5336,_, , ,廉价。,2,5,价格,正面
5337,_, , ,便宜点,0,3,价格,正面
5337,_, , ,不错,4,6,整体,正面
5338,_, , ,这是很好的用途,11,18,整体,正面
5339,_, , ,很好。不错。,0,6,整体,正面
5339,_, , ,我喜欢它。,10,15,整体,正面
5340,_, , ,有点痒,7,10,使用体验,负面
5341,_, , ,这是很好的。,4,10,整体,正面
5342,尝尝。,10,13,"太大了,我说...",13,22,气味,负面
5342,_, , ,我不相信这。,32,38,功效,负面
5342,_, , ,"并不高,没有高",39,46,整体,负面
5343,_, , ,实际,10,12,价格,正面
5343,_, , ,好用,12,14,整体,正面
5344,价格价格价格,20,26,便宜点,27,30,价格,正面
5344,_, , ,这是很好的。,0,6,整体,正面
5345,后勤后勤后勤,8,14,很给力,14,17,物流,正面
5345,送货!,21,24,这是很好的。,14,20,物流,正面
5345,_, , ,不错,37,39,整体,正面
5346,尝尝,6,8,光线很亮,8,12,气味,正面
5346,外观,13,15,我喜欢它。,15,20,包装,正面
5346,_, , ,不错,3,5,整体,正面
5347,_, , ,说得好,12,15,整体,正面
5347,_, , ,这是很好的。,0,6,整体,正面
5347,_, , ,便宜点,8,11,价格,正面
5348,活动活动活动活动,12,20,_, , ,价格,正面
5348,_, , ,便宜点,33,36,价格,正面
5349,_, , ,没有粉末,13,17,使用体验,正面
5349,_, , ,不错啊,18,21,使用体验,正面
5350,_, , ,很好,0,2,整体,正面
5351,_, , ,不错,0,2,整体,正面
5351,尝尝,9,11,闻闻。,11,14,气味,正面
5351,尝尝,9,11,没有鼻子,16,20,气味,正面
5351,_, , ,化点妆,23,26,使用体验,负面
5352,活动活动活动活动,23,31,_, , ,价格,正面
5352,_, , ,使用它良好的使用。,0,9,整体,正面
5353,_, , ,还可以,3,6,整体,正面
5354,_, , ,不错嘛,9,12,整体,正面
5354,_, , ,里面装满了水,14,20,功效,正面
5355,_, , ,显示白色,28,32,使用体验,正面
5355,_, , ,这是很好的。,0,6,整体,正面
5356,_, , ,有点白,17,20,功效,中性
5356,人口人口速度,21,27,非常快,27,30,功效,正面
5356,_, , ,不是油腻的。,33,39,使用体验,正面
5356,_, , ,很清爽,40,43,使用体验,正面
5356,_, , ,非常喜欢,43,47,整体,正面
5357,闻起来很臭,4,9,光线很亮,0,4,气味,正面
5357,_, , ,水水水,10,13,使用体验,正面
5357,_, , ,不是干燥的。,13,19,使用体验,正面
5358,_, , ,不错,10,12,整体,正面
5359,_, , ,可见效果。,0,5,整体,正面
5359,_, , ,没有过敏。,15,20,使用体验,正面
5359,_, , ,很赞,21,23,整体,正面
5360,_, , ,很好。不错。,12,18,整体,正面
5360,_, , ,不错,42,44,整体,正面
5361,_, , ,有很多钱,7,11,其他,正面
5361,_, , ,便宜点,0,3,价格,正面
5361,_, , ,好用,4,6,整体,正面
5362,活动活动活动活动,15,23,_, , ,价格,正面
5362,交付。,39,42,好,42,43,物流,正面
5362,服务,44,46,好,42,43,服务,正面
5363,活动活动活动活动,0,8,这非常慷慨,10,15,价格,正面
5363,_, , ,"很好,我们去接他",16,24,整体,正面
5363,_, , ,很方便,25,28,整体,正面
5364,_, , ,我喜欢它。,0,5,整体,正面
5364,_, , ,这是很好的。,13,19,整体,正面
5365,压力设计,0,4,这是非常创新的。,5,13,使用体验,正面
5365,设计有压力,0,5,"很方便的,我马上去",13,22,使用体验,正面
5366,_, , ,很好,5,7,整体,正面
5367,_, , ,成本效益,34,38,价格,正面
5368,交付。,2,5,试试看,10,13,物流,正面
5369,_, , ,不错,0,2,整体,正面
5370,_, , ,吸收起来很好,0,6,使用体验,正面
5370,_, , ,不错,9,11,整体,正面
5370,价格价格价格,12,18,廉价的。,18,22,价格,正面
5370,_, , ,阳,23,24,真伪,正面
5371,_, , ,这是很好的。,0,6,整体,正面
5371,_, , ,我很高兴,7,11,整体,正面
5372,活动活动活动活动,12,20,_, , ,价格,正面
5372,_, , ,它的工作原理。,0,7,整体,正面
5372,_, , ,并不贵,7,10,价格,正面
5373,活动价格,0,4,首首首首,11,15,价格,正面
5373,_, , ,这是很好的。,22,28,整体,正面
5374,_, , ,一般般,0,3,整体,中性
5374,_, , ,很干,10,12,使用体验,负面
5375,活动活动活动活动,3,11,_, , ,价格,正面
5375,价格价格价格价格,17,25,便宜点,25,28,价格,正面
5375,_, , ,这是很好的。,44,50,使用体验,正面
5375,_, , ,不是干燥的。,51,57,使用体验,正面
5376,_, , ,真的吗?,3,7,真伪,正面
5377,_, , ,滑动。,19,22,使用体验,负面
5377,_, , ,它不干净。,29,34,使用体验,负面
5378,包装包装,6,10,这太糟糕了。,10,16,包装,负面
5379,_, , ,好差,4,6,整体,负面
5379,_, , ,过敏症,13,16,使用体验,负面
5380,_, , ,没关系。,11,15,整体,正面
5380,尝尝,17,19,一般,19,21,气味,中性
5381,活动活动活动活动,34,42,_, , ,价格,正面
5381,_, , ,很好。不错。,25,31,整体,正面
5382,_, , ,非常好不错,0,5,整体,正面
5382,_, , ,我喜欢它。,6,11,整体,正面
5382,_, , ,还行,14,16,整体,正面
5383,_, , ,很好,5,7,整体,正面
5384,_, , ,这么小,0,3,尺寸,负面
5385,_, , ,这是真实的。,17,23,真伪,正面
5385,_, , ,闻起来很好闻,10,16,气味,正面
5386,精华,9,11,很多,11,13,成分,正面
5386,_, , ,这是非常好的。,2,9,整体,正面
5387,_, , ,不错的,12,15,整体,正面
5388,_, , ,不错,10,12,整体,正面
5389,_, , ,完美无缺,5,9,整体,正面
5389,_, , ,非常好不错,9,14,整体,正面
5389,_, , ,很清爽,23,26,使用体验,正面
5389,_, , ,"对,对,对,对,对",32,41,整体,正面
5390,_, , ,这是很好的。,0,6,整体,正面
5390,_, , ,这是一笔好交易,15,22,价格,正面
5391,_, , ,不错,11,13,整体,正面
5391,_, , ,没事的。,0,4,整体,正面
5392,体液补充效应,2,8,不错啊,8,11,功效,正面
5392,_, , ,水灵灵,32,35,使用体验,正面
5393,_, , ,水很湿的,18,22,使用体验,正面
5393,_, , ,带着温柔,22,26,使用体验,正面
5394,_, , ,很好。不错。,0,6,整体,正面
5394,_, , ,很高兴。,12,16,整体,正面
5394,_, , ,斯纳格勒,17,21,使用体验,正面
5394,_, , ,云泽,22,24,使用体验,正面
5394,_, , ,喜欢,24,26,整体,正面
5395,_, , ,这是一个好交易。,4,12,价格,正面
5396,_, , ,不错,16,18,整体,正面
5397,_, , ,没有优惠券。,0,6,价格,负面
5398,_, , ,不错,2,4,整体,正面
5398,_, , ,喜欢,7,9,整体,正面
5398,_, , ,实际,17,19,价格,正面
5399,优优强,11,14,大型,14,16,价格,正面
5399,包装包装,17,21,"是的,这是。",21,27,包装,正面
5400,_, , ,多么烂透了,0,5,整体,负面
5400,_, , ,我办不到。,6,11,使用体验,负面
5401,_, , ,没关系。,0,4,整体,正面
5402,_, , ,好,17,18,整体,正面
5403,_, , ,由祖!由祖!,3,9,使用体验,正面
5403,_, , ,员额。,0,3,使用体验,正面
5403,_, , ,这是很好的。,10,16,整体,正面
5404,_, , ,是的。喜欢。,11,17,整体,正面
5404,_, , ,不错嘛,0,3,整体,正面
5405,后勤后勤后勤,20,26,很快马上就好了,26,33,物流,正面
5405,_, , ,非常好。不错。,0,7,整体,正面
5405,_, , ,这是很好的。,13,19,整体,正面
5406,_, , ,是啊。不错。,0,6,整体,正面
5406,_, , ,比较温和,10,14,使用体验,正面
5407,礼品礼品,12,16,_, , ,价格,正面
5407,_, , ,这是一笔好交易,19,26,价格,正面
5408,_, , ,这太小了,0,4,尺寸,负面
5408,礼物,27,29,很好。不错。,29,35,价格,正面
5409,_, , ,确实有效,23,27,整体,正面
5410,_, , ,高估,12,14,整体,正面
5410,_, , ,白色是自然的。,15,22,功效,正面
5410,_, , ,水很湿,23,26,使用体验,正面
5410,_, , ,好用,35,37,整体,正面
5411,_, , ,还行,0,2,整体,正面
5412,后勤后勤,0,4,很快,4,6,物流,正面
5413,_, , ,来吧。,13,16,物流,正面
5413,_, , ,好,17,18,物流,正面
5413,_, , ,非常满意。,19,24,整体,正面
5414,包装包装,5,9,不错,9,11,包装,正面
5415,体液补充效应,13,19,很好。不错。,19,25,功效,正面
5416,活动活动活动活动,1,9,_, , ,价格,正面
5416,_, , ,"很好,你觉得呢?",16,24,整体,正面
5417,_, , ,说得好,7,10,整体,正面
5417,_, , ,不错,4,6,整体,正面
5418,_, , ,这是很好的。,0,6,整体,正面
5419,_, , ,不错,24,26,整体,正面
5419,_, , ,不错,0,2,整体,正面
5419,_, , ,我不会这样做。,6,13,使用体验,正面
5419,_, , ,减轻黄色的颜色,14,21,功效,正面
5420,包装包装,5,9,很紧,9,11,包装,正面
5420,清洁清洁能力,12,18,好,23,24,功效,正面
5420,尝尝,25,27,闻起来好香,27,32,气味,正面
5421,包装包装,23,27,精美,27,29,包装,正面
5421,_, , ,这是非常好的。,49,56,整体,正面
5421,_, , ,"非常好,我还好",0,7,整体,正面
5422,湿保持效果,0,5,很好。不错。,5,11,功效,正面
5422,_, , ,没有油腻。,13,18,使用体验,正面
5422,_, , ,非常喜欢,19,23,整体,正面
5423,_, , ,隐蔽的,16,19,功效,正面
5424,_, , ,很好,2,4,整体,正面
5424,_, , ,我喜欢它。,6,11,整体,正面
5425,包装包装,4,8,美丽。,0,3,包装,正面
5425,_, , ,湿透了,21,24,功效,正面
5425,_, , ,很修复,27,30,功效,正面
5426,释放效果,13,17,情况不妙。,17,22,功效,负面
5426,_, , ,滑头,10,12,使用体验,负面
5427,_, , ,降低价格,5,9,价格,负面
5428,_, , ,细细,16,18,使用体验,正面
5428,_, , ,我会按住它。,20,26,使用体验,正面
5428,_, , ,非常满意。,27,32,整体,正面
5429,_, , ,好用,0,2,整体,正面
5430,_, , ,很好。不错。,2,8,整体,正面
5430,颜色颜色,27,31,恶化,31,33,包装,负面
5430,_, , ,很好。好。不错。,49,57,整体,正面
5431,_, , ,满意,6,8,整体,正面
5432,包装包装,10,14,很好,14,16,包装,正面
5433,_, , ,实在是太慷慨了,0,7,价格,正面
5433,_, , ,不错,11,13,整体,正面
5434,_, , ,超好用,0,3,整体,正面
5434,_, , ,没有粉末。,4,9,使用体验,正面
5435,_, , ,对,2,3,整体,正面
5435,_, , ,有点麻烦,9,13,使用体验,负面
5435,瓶装塑料,14,18,用力点,18,21,包装,负面
5436,_, , ,好用,5,7,整体,正面
5436,_, , ,低劣的。,18,22,价格,正面
5437,_, , ,不错嘛,5,8,整体,正面
5437,_, , ,中度,9,11,使用体验,正面
5437,_, , ,一点都不刺激,11,17,使用体验,正面
5438,活动,8,10,_, , ,价格,正面
5438,水文,27,29,很多,29,31,成分,正面
